bori_id,sans
12201017,नासत्यश्चैव दस्रश्च स्मृतौ द्वावश्विनावपि। मार्ताण्डस्यात्मजावेतावष्टमस्य प्रजापतेः।
12201018,त्वष्टुश्चैवात्मजः श्रीमान्विश्वरूपो महायशाः। अजैकपादहिर्बुध्न्यो विरूपाक्षोऽथ रैवतः।
12201019,हरश्च बहुरूपश्च त्र्यम्बकश्च सुरेश्वरः। सावित्रश्च जयन्तश्च पिनाकी चापराजितः। पूर्वमेव महाभागा वसवोऽष्टौ प्रकीर्तिताः।
12201020,एत एवंविधा देवा मनोरेव प्रजापतेः। ते च पूर्वे सुराश्चेति द्विविधाः पितरः स्मृताः।
12201021,शीलरूपरतास्त्वन्ये तथान्ये सिद्धसाध्ययोः। ऋभवो मरुतश्चैव देवानां चोदिता गणाः।
12201022,एवमेते समाम्नाता विश्वेदेवास्तथाश्विनौ। आदित्याः क्षत्रियास्तेषां विशस्तु मरुतस्तथा।
12201023,अश्विनौ तु मतौ शूद्रौ तपस्युग्रे समाहितौ। स्मृतास्त्वङ्गिरसो देवा ब्राह्मणा इति निश्चयः। इत्येतत्सर्वदेवानां चातुर्वर्ण्यं प्रकीर्तितम्।
12201024,एतान्वै प्रातरुत्थाय देवान्यस्तु प्रकीर्तयेत्। स्वजादन्यकृताच्चैव सर्वपापात्प्रमुच्यते।
12201025,यवक्रीतोऽथ रैभ्यश्च अर्वावसुपरावसू। औशिजश्चैव कक्षीवान्नलश्चाङ्गिरसः सुताः।
12201026,ऋषेर्मेधातिथेः पुत्रः कण्वो बर्हिषदस्तथा। त्रैलोक्यभावनास्तात प्राच्यां सप्तर्षयस्तथा।
12201027,उन्मुचो विमुचश्चैव स्वस्त्यात्रेयश्च वीर्यवान्। प्रमुचश्चेध्मवाहश्च भगवांश्च दृढव्रतः।
12201028,मित्रावरुणयोः पुत्रस्तथागस्त्यः प्रतापवान्। एते ब्रह्मर्षयो नित्यमाश्रिता दक्षिणां दिशम्।
12201029,रुषद्गुः कवषो धौम्यः परिव्याधश्च वीर्यवान्। एकतश्च द्वितश्चैव त्रितश्चैव महर्षयः।
12201030,अत्रेः पुत्रश्च भगवांस्तथा सारस्वतः प्रभुः। एते नव महात्मानः पश्चिमामाश्रिता दिशम्।
12201031,आत्रेयश्च वसिष्ठश्च कश्यपश्च महानृषिः। गौतमः सभरद्वाजो विश्वामित्रोऽथ कौशिकः।
12201032,तथैव पुत्रो भगवानृचीकस्य महात्मनः। जमदग्निश्च सप्तैते उदीचीं दिशमाश्रिताः।
12201033,एते प्रतिदिशं सर्वे कीर्तितास्तिग्मतेजसः। साक्षिभूता महात्मानो भुवनानां प्रभावनाः।
12201034,एवमेते महात्मानः स्थिताः प्रत्येकशो दिशः। एतेषां कीर्तनं कृत्वा सर्वपापैः प्रमुच्यते।
12201035,यस्यां यस्यां दिशि ह्येते तां दिशं शरणं गतः। मुच्यते सर्वपापेभ्यः स्वस्तिमांश्च गृहान्व्रजेत्।
12202001h,युधिष्ठिर उवाच। पितामह महाप्राज्ञ युधि सत्यपराक्रम। श्रोतुमिच्छामि कार्त्स्न्येन कृष्णमव्ययमीश्वरम्।
12202002,यच्चास्य तेजः सुमहद्यच्च कर्म पुरातनम्। तन्मे सर्वं यथातत्त्वं प्रब्रूहि भरतर्षभ।
12202003,तिर्यग्योनिगतं रूपं कथं धारितवान्हरिः। केन कार्यविसर्गेण तन्मे ब्रूहि पितामह।
12202004h,भीष्म उवाच। पुराहं मृगयां यातो मार्कण्डेयाश्रमे स्थितः। तत्रापश्यं मुनिगणान्समासीनान्सहस्रशः।
12202005,ततस्ते मधुपर्केण पूजां चक्रुरथो मयि। प्रतिगृह्य च तां पूजां प्रत्यनन्दमृषीनहम्।
12202006,कथैषा कथिता तत्र कश्यपेन महर्षिणा। मनःप्रह्लादिनीं दिव्यां तामिहैकमनाः शृणु।
12202007,पुरा दानवमुख्या हि क्रोधलोभसमन्विताः। बलेन मत्ताः शतशो नरकाद्या महासुराः।
12202008,तथैव चान्ये बहवो दानवा युद्धदुर्मदाः। न सहन्ते स्म देवानां समृद्धिं तामनुत्तमाम्।
12202009,दानवैरर्द्यमानास्तु देवा देवर्षयस्तथा। न शर्म लेभिरे राजन्विशमानास्ततस्ततः।
12202010,पृथिवीं चार्तरूपां ते समपश्यन्दिवौकसः। दानवैरभिसंकीर्णां घोररूपैर्महाबलैः। भारार्तामपकृष्टां च दुःखितां संनिमज्जतीम्।
12202011,अथादितेयाः संत्रस्ता ब्रह्माणमिदमब्रुवन्। कथं शक्यामहे ब्रह्मन्दानवैरुपमर्दनम्।
12202012,स्वयंभूस्तानुवाचेदं निसृष्टोऽत्र विधिर्मया। ते वरेणाभिसंमत्ता बलेन च मदेन च।
12202013,नावभोत्स्यन्ति संमूढा विष्णुमव्यक्तदर्शनम्। वराहरूपिणं देवमधृष्यममरैरपि।
12202014,एष वेगेन गत्वा हि यत्र ते दानवाधमाः। अन्तर्भूमिगता घोरा निवसन्ति सहस्रशः। शमयिष्यति श्रुत्वा ते जहृषुः सुरसत्तमाः।
12202015,ततो विष्णुर्महातेजा वाराहं रूपमाश्रितः। अन्तर्भूमिं संप्रविश्य जगाम दितिजान्प्रति।
12202016,दृष्ट्वा च सहिताः सर्वे दैत्याः सत्त्वममानुषम्। प्रसह्य सहसा सर्वे संतस्थुः कालमोहिताः।
12202017,सर्वे च समभिद्रुत्य वराहं जगृहुः समम्। संक्रुद्धाश्च वराहं तं व्यकर्षन्त समन्ततः।
12202018,दानवेन्द्रा महाकाया महावीर्या बलोच्छ्रिताः। नाशक्नुवंश्च किंचित्ते तस्य कर्तुं तदा विभो।
12202019,ततोऽगमन्विस्मयं ते दानवेन्द्रा भयात्तदा। संशयं गतमात्मानं मेनिरे च सहस्रशः।
12202020,ततो देवादिदेवः स योगात्मा योगसारथिः। योगमास्थाय भगवांस्तदा भरतसत्तम।
12202021,विननाद महानादं क्षोभयन्दैत्यदानवान्। संनादिता येन लोकाः सर्वाश्चैव दिशो दश।
12202022,तेन संनादशब्देन लोकाः संक्षोभमागमन्। संभ्रान्ताश्च दिशः सर्वा देवाः शक्रपुरोगमाः।
12202023,निर्विचेष्टं जगच्चापि बभूवातिभृशं तदा। स्थावरं जङ्गमं चैव तेन नादेन मोहितम्।
12202024,ततस्ते दानवाः सर्वे तेन शब्देन भीषिताः। पेतुर्गतासवश्चैव विष्णुतेजोविमोहिताः।
12202025,रसातलगतांश्चैव वराहस्त्रिदशद्विषः। खुरैः संदारयामास मांसमेदोस्थिसंचयम्।
12202026,नादेन तेन महता सनातन इति स्मृतः। पद्मनाभो महायोगी भूताचार्यः स भूतराट्।
12202027,ततो देवगणाः सर्वे पितामहमुपाब्रुवन्। नादोऽयं कीदृशो देव नैनं विद्म वयं विभो। कोऽसौ हि कस्य वा नादो येन विह्वलितं जगत्।
12202028,एतस्मिन्नन्तरे विष्णुर्वाराहं रूपमास्थितः। उदतिष्ठन्महादेवः स्तूयमानो महर्षिभिः।
12202029h,पितामह उवाच। निहत्य दानवपतीन्महावर्ष्मा महाबलः। एष देवो महायोगी भूतात्मा भूतभावनः।
12202030,सर्वभूतेश्वरो योगी योनिरात्मा तथात्मनः। स्थिरीभवत कृष्णोऽयं सर्वपापप्रणाशनः।
12202031,कृत्वा कर्मातिसाध्वेतदशक्यममितप्रभः। समायातः स्वमात्मानं महाभागो महाद्युतिः। पद्मनाभो महायोगी भूतात्मा भूतभावनः।
12202032,न संतापो न भीः कार्या शोको वा सुरसत्तमाः। विधिरेष प्रभावश्च कालः संक्षयकारकः। लोकान्धारयतानेन नादो मुक्तो महात्मना।
12202033,स एव हि महाभागः सर्वलोकनमस्कृतः। अच्युतः पुण्डरीकाक्षः सर्वभूतसमुद्भवः।
12203001h,युधिष्ठिर उवाच। योगं मे परमं तात मोक्षस्य वद भारत। तमहं तत्त्वतो ज्ञातुमिच्छामि वदतां वर।
12203002h,भीष्म उवाच। अत्राप्युदाहरन्तीममितिहासं पुरातनम्। संवादं मोक्षसंयुक्तं शिष्यस्य गुरुणा सह।
12203003,कश्चिद्ब्राह्मणमासीनमाचार्यमृषिसत्तमम्। शिष्यः परममेधावी श्रेयोर्थी सुसमाहितः। चरणावुपसंगृह्य स्थितः प्राञ्जलिरब्रवीत्।
12203004,उपासनात्प्रसन्नोऽसि यदि वै भगवन्मम। संशयो मे महान्कश्चित्तन्मे व्याख्यातुमर्हसि।
12203005,कुतश्चाहं कुतश्च त्वं तत्सम्यग्ब्रूहि यत्परम्। कथं च सर्वभूतेषु समेषु द्विजसत्तम। सम्यग्वृत्ता निवर्तन्ते विपरीताः क्षयोदयाः।
12203006,वेदेषु चापि यद्वाक्यं लौकिकं व्यापकं च यत्। एतद्विद्वन्यथातत्त्वं सर्वं व्याख्यातुमर्हसि।
12203007h,गुरुरुवाच। शृणु शिष्य महाप्राज्ञ ब्रह्मगुह्यमिदं परम्। अध्यात्मं सर्वभूतानामागमानां च यद्वसु।
12203008,वासुदेवः सर्वमिदं विश्वस्य ब्रह्मणो मुखम्। सत्यं दानमथो यज्ञस्तितिक्षा दम आर्जवम्।
12203009,पुरुषं सनातनं विष्णुं यत्तद्वेदविदो विदुः। सर्गप्रलयकर्तारमव्यक्तं ब्रह्म शाश्वतम्। तदिदं ब्रह्म वार्ष्णेयमितिहासं शृणुष्व मे।
12203010,ब्राह्मणो ब्राह्मणैः श्राव्यो राजन्यः क्षत्रियैस्तथा। माहात्म्यं देवदेवस्य विष्णोरमिततेजसः। अर्हस्त्वमसि कल्याण वार्ष्णेयं शृणु यत्परम्।
12203011,कालचक्रमनाद्यन्तं भावाभावस्वलक्षणम्। त्रैलोक्यं सर्वभूतेषु चक्रवत्परिवर्तते।
12203012,यत्तदक्षरमव्यक्तममृतं ब्रह्म शाश्वतम्। वदन्ति पुरुषव्याघ्रं केशवं पुरुषर्षभम्।
12203013,पितॄन्देवानृषींश्चैव तथा वै यक्षदानवान्। नागासुरमनुष्यांश्च सृजते परमोऽव्ययः।
12203014,तथैव वेदशास्त्राणि लोकधर्मांश्च शाश्वतान्। प्रलये प्रकृतिं प्राप्य युगादौ सृजते प्रभुः।
12203015,यथर्तुष्वृतुलिङ्गानि नानारूपाणि पर्यये। दृश्यन्ते तानि तान्येव तथा ब्रह्माहरात्रिषु।
12203016,अथ यद्यद्यदा भावि कालयोगाद्युगादिषु। तत्तदुत्पद्यते ज्ञानं लोकयात्राविधानजम्।
12203017,युगान्तेऽन्तर्हितान्वेदान्सेतिहासान्महर्षयः। लेभिरे तपसा पूर्वमनुज्ञाताः स्वयंभुवा।
12203018,वेदविद्वेद भगवान्वेदाङ्गानि बृहस्पतिः। भार्गवो नीतिशास्त्रं च जगाद जगतो हितम्।
12203019,गान्धर्वं नारदो वेदं भरद्वाजो धनुर्ग्रहम्। देवर्षिचरितं गार्ग्यः कृष्णात्रेयश्चिकित्सितम्।
12203020,न्यायतन्त्राण्यनेकानि तैस्तैरुक्तानि वादिभिः। हेत्वागमसदाचारैर्यदुक्तं तदुपास्यते।
12203021,अनाद्यं यत्परं ब्रह्म न देवा नर्षयो विदुः। एकस्तद्वेद भगवान्धाता नारायणः प्रभुः।
12203022,नारायणादृषिगणास्तथा मुख्याः सुरासुराः। राजर्षयः पुराणाश्च परमं दुःखभेषजम्।
12203023,पुरुषाधिष्ठितं भावं प्रकृतिः सूयते सदा। हेतुयुक्तमतः सर्वं जगत्संपरिवर्तते।
12203024,दीपादन्ये यथा दीपाः प्रवर्तन्ते सहस्रशः। प्रकृतिः सृजते तद्वदानन्त्यान्नापचीयते।
12203025,अव्यक्तकर्मजा बुद्धिरहंकारं प्रसूयते। आकाशं चाप्यहंकाराद्वायुराकाशसंभवः।
12203026,वायोस्तेजस्ततश्चापस्त्वद्भ्यो हि वसुधोद्गता। मूलप्रकृतयोऽष्टौ ता जगदेतास्ववस्थितम्।
12203027,ज्ञानेन्द्रियाण्यतः पञ्च पञ्च कर्मेन्द्रियाण्यपि। विषयाः पञ्च चैकं च विकारे षोडशं मनः।
12203028,श्रोत्रं त्वक्चक्षुषी जिह्वा घ्राणं पञ्चेन्द्रियाण्यपि। पादौ पायुरुपस्थश्च हस्तौ वाक्कर्मणामपि।
12203029,शब्दः स्पर्शोऽथ रूपं च रसो गन्धस्तथैव च। विज्ञेयं व्यापकं चित्तं तेषु सर्वगतं मनः।
12203030,रसज्ञाने तु जिह्वेयं व्याहृते वाक्तथैव च। इन्द्रियैर्विविधैर्युक्तं सर्वं व्यस्तं मनस्तथा।
12203031,विद्यात्तु षोडशैतानि दैवतानि विभागशः। देहेषु ज्ञानकर्तारमुपासीनमुपासते।
12203032,तद्वत्सोमगुणा जिह्वा गन्धस्तु पृथिवीगुणः। श्रोत्रं शब्दगुणं चैव चक्षुरग्नेर्गुणस्तथा। स्पर्शं वायुगुणं विद्यात्सर्वभूतेषु सर्वदा।
12203033,मनः सत्त्वगुणं प्राहुः सत्त्वमव्यक्तजं तथा। सर्वभूतात्मभूतस्थं तस्माद्बुध्येत बुद्धिमान्।
12203034,एते भावा जगत्सर्वं वहन्ति सचराचरम्। श्रिता विरजसं देवं यमाहुः परमं पदम्।
12203035,नवद्वारं पुरं पुण्यमेतैर्भावैः समन्वितम्। व्याप्य शेते महानात्मा तस्मात्पुरुष उच्यते।
12203036,अजरः सोऽमरश्चैव व्यक्ताव्यक्तोपदेशवान्। व्यापकः सगुणः सूक्ष्मः सर्वभूतगुणाश्रयः।
12203037,यथा दीपः प्रकाशात्मा ह्रस्वो वा यदि वा महान्। ज्ञानात्मानं तथा विद्यात्पुरुषं सर्वजन्तुषु।
12203038,सोऽत्र वेदयते वेद्यं स शृणोति स पश्यति। कारणं तस्य देहोऽयं स कर्ता सर्वकर्मणाम्।
12203039,अग्निर्दारुगतो यद्वद्भिन्ने दारौ न दृश्यते। तथैवात्मा शरीरस्थो योगेनैवात्र दृश्यते।
12203040,नदीष्वापो यथा युक्ता यथा सूर्ये मरीचयः। संतन्वाना यथा यान्ति तथा देहाः शरीरिणाम्।
12203041,स्वप्नयोगे यथैवात्मा पञ्चेन्द्रियसमागतः। देहमुत्सृज्य वै याति तथैवात्रोपलभ्यते।
12203042,कर्मणा व्याप्यते पूर्वं कर्मणा चोपपद्यते। कर्मणा नीयतेऽन्यत्र स्वकृतेन बलीयसा।
12203043,स तु देहाद्यथा देहं त्यक्त्वान्यं प्रतिपद्यते। तथा तं संप्रवक्ष्यामि भूतग्रामं स्वकर्मजम्।
12204001h,गुरुरुवाच। चतुर्विधानि भूतानि स्थावराणि चराणि च। अव्यक्तप्रभवान्याहुरव्यक्तनिधनानि च। अव्यक्तनिधनं विद्यादव्यक्तात्मात्मकं मनः।
12204002,यथाश्वत्थकणीकायामन्तर्भूतो महाद्रुमः। निष्पन्नो दृश्यते व्यक्तमव्यक्तात्संभवस्तथा।
12204003,अभिद्रवत्ययस्कान्तमयो निश्चेतनावुभौ। स्वभावहेतुजा भावा यद्वदन्यदपीदृशम्।
12204004,तद्वदव्यक्तजा भावाः कर्तुः कारणलक्षणाः। अचेतनाश्चेतयितुः कारणादभिसंहिताः।
12204005,न भूः खं द्यौर्न भूतानि नर्षयो न सुरासुराः। नान्यदासीदृते जीवमासेदुर्न तु संहितम्।
12204006,सर्वनीत्या सर्वगतं मनोहेतु सलक्षणम्। अज्ञानकर्म निर्दिष्टमेतत्कारणलक्षणम्।
12204007,तत्कारणैर्हि संयुक्तं कार्यसंग्रहकारकम्। येनैतद्वर्तते चक्रमनादिनिधनं महत्।
12204008,अव्यक्तनाभं व्यक्तारं विकारपरिमण्डलम्। क्षेत्रज्ञाधिष्ठितं चक्रं स्निग्धाक्षं वर्तते ध्रुवम्।
12204009,स्निग्धत्वात्तिलवत्सर्वं चक्रेऽस्मिन्पीड्यते जगत्। तिलपीडैरिवाक्रम्य भोगैरज्ञानसंभवैः।
12204010,कर्म तत्कुरुते तर्षादहंकारपरिग्रहम्। कार्यकारणसंयोगे स हेतुरुपपादितः।
12204011,नात्येति कारणं कार्यं न कार्यं कारणं तथा। कार्याणां तूपकरणे कालो भवति हेतुमान्।
12204012,हेतुयुक्ताः प्रकृतयो विकाराश्च परस्परम्। अन्योन्यमभिवर्तन्ते पुरुषाधिष्ठिताः सदा।
12204013,सरजस्तामसैर्भावैश्च्युतो हेतुबलान्वितः। क्षेत्रज्ञमेवानुयाति पांसुर्वातेरितो यथा। न च तैः स्पृश्यते भावो न ते तेन महात्मना।
12204014,सरजस्कोऽरजस्कश्च स वै वायुर्यथा भवेत्। तथैतदन्तरं विद्यात्क्षेत्रक्षेत्रज्ञयोर्बुधः। अभ्यासात्स तथा युक्तो न गच्छेत्प्रकृतिं पुनः।
12204015,संदेहमेतमुत्पन्नमच्छिनद्भगवानृषिः। तथा वार्तां समीक्षेत कृतलक्षणसंमिताम्।
12204016,बीजान्यग्न्युपदग्धानि न रोहन्ति यथा पुनः। ज्ञानदग्धैस्तथा क्लेशैर्नात्मा संबध्यते पुनः।
12205001h,गुरुरुवाच। प्रवृत्तिलक्षणो धर्मो यथायमुपपद्यते। तेषां विज्ञाननिष्ठानामन्यत्तत्त्वं न रोचते।
12205002,दुर्लभा वेदविद्वांसो वेदोक्तेषु व्यवस्थिताः। प्रयोजनमतस्त्वत्र मार्गमिच्छन्ति संस्तुतम्।
12205003,सद्भिराचरितत्वात्तु वृत्तमेतदगर्हितम्। इयं सा बुद्धिरन्येयं यया याति परां गतिम्।
12205004,शरीरवानुपादत्ते मोहात्सर्वपरिग्रहान्। कामक्रोधादिभिर्भावैर्युक्तो राजसतामसैः।
12205005,नाशुद्धमाचरेत्तस्मादभीप्सन्देहयापनम्। कर्मणो विवरं कुर्वन्न लोकानाप्नुयाच्छुभान्।
12205006,लोहयुक्तं यथा हेम विपक्वं न विराजते। तथापक्वकषायाख्यं विज्ञानं न प्रकाशते।
12205007,यश्चाधर्मं चरेन्मोहात्कामलोभावनु प्लवन्। धर्म्यं पन्थानमाक्रम्य सानुबन्धो विनश्यति।
12205008,शब्दादीन्विषयांस्तस्मादसंरागादनुप्लवेत्। क्रोधहर्षौ विषादश्च जायन्ते हि परस्परम्।
12205009,पञ्चभूतात्मके देहे सत्त्वराजसतामसे। कमभिष्टुवते चायं कं वा क्रोशति किं वदेत्।
12205010,स्पर्शरूपरसाद्येषु सङ्गं गच्छन्ति बालिशाः। नावगच्छन्त्यविज्ञानादात्मजं पार्थिवं गुणम्।
12205011,मृन्मयं शरणं यद्वन्मृदैव परिलिप्यते। पार्थिवोऽयं तथा देहो मृद्विकारैर्विलिप्यते।
12205012,मधु तैलं पयः सर्पिर्मांसानि लवणं गुडः। धान्यानि फलमूलानि मृद्विकाराः सहाम्भसा।
12205013,यद्वत्कान्तारमातिष्ठन्नौत्सुक्यं समनुव्रजेत्। श्रमादाहारमादद्यादस्वाद्वपि हि यापनम्।
12205014,तद्वत्संसारकान्तारमातिष्ठञ्श्रमतत्परः। यात्रार्थमद्यादाहारं व्याधितो भेषजं यथा।
12205015,सत्यशौचार्जवत्यागैर्यशसा विक्रमेण च। क्षान्त्या धृत्या च बुद्ध्या च मनसा तपसैव च।
12205016,भावान्सर्वान्यथावृत्तान्संवसेत यथाक्रमम्। शान्तिमिच्छन्नदीनात्मा संयच्छेदिन्द्रियाणि च।
12205017,सत्त्वेन रजसा चैव तमसा चैव मोहिताः। चक्रवत्परिवर्तन्ते ह्यज्ञानाज्जन्तवो भृशम्।
12205018,तस्मात्सम्यक्परीक्षेत दोषानज्ञानसंभवान्। अज्ञानप्रभवं नित्यमहंकारं परित्यजेत्।
12205019,महाभूतानीन्द्रियाणि गुणाः सत्त्वं रजस्तमः। त्रैलोक्यं सेश्वरं सर्वमहंकारे प्रतिष्ठितम्।
12205020,यथेह नियतं कालो दर्शयत्यार्तवान्गुणान्। तद्वद्भूतेष्वहंकारं विद्याद्भूतप्रवर्तकम्।
12205021,संमोहकं तमो विद्यात्कृष्णमज्ञानसंभवम्। प्रीतिदुःखनिबद्धांश्च समस्तांस्त्रीनथो गुणान्। सत्त्वस्य रजसश्चैव तमसश्च निबोध तान्।
12205022,प्रमोहो हर्षजः प्रीतिरसंदेहो धृतिः स्मृतिः। एतान्सत्त्वगुणान्विद्यादिमान्राजसतामसान्।
12205023,कामक्रोधौ प्रमादश्च लोभमोहौ भयं क्लमः। विषादशोकावरतिर्मानदर्पावनार्यता।
12205024,दोषाणामेवमादीनां परीक्ष्य गुरुलाघवम्। विमृशेदात्मसंस्थानामेकैकमनुसंततम्।
12205025h,शिष्य उवाच। के दोषा मनसा त्यक्ताः के बुद्ध्या शिथिलीकृताः। के पुनः पुनरायान्ति के मोहादफला इव।
12205026,केषां बलाबलं बुद्ध्या हेतुभिर्विमृशेद्बुधः। एतत्सर्वं समाचक्ष्व यथा विद्यामहं प्रभो।
12205027h,गुरुरुवाच। दोषैर्मूलादवच्छिन्नैर्विशुद्धात्मा विमुच्यते। विनाशयति संभूतमयस्मयमयो यथा। तथाकृतात्मा सहजैर्दोषैर्नश्यति राजसैः।
12205028,राजसं तामसं चैव शुद्धात्माकर्मसंभवम्। तत्सर्वं देहिनां बीजं सर्वमात्मवतः समम्।
12205029,तस्मादात्मवता वर्ज्यं रजश्च तम एव च। रजस्तमोभ्यां निर्मुक्तं सत्त्वं निर्मलतामियात्।
12205030,अथ वा मन्त्रवद्ब्रूयुर्मांसादानां यजुष्कृतम्। हेतुः स एवानादाने शुद्धधर्मानुपालने।
12205031,रजसा धर्मयुक्तानि कार्याण्यपि समाप्नुयात्। अर्थयुक्तानि चात्यर्थं कामान्सर्वांश्च सेवते।
12205032,तमसा लोभयुक्तानि क्रोधजानि च सेवते। हिंसाविहाराभिरतस्तन्द्रीनिद्रासमन्वितः।
12205033,सत्त्वस्थः सात्त्विकान्भावाञ्शुद्धान्पश्यति संश्रितः। स देही विमलः श्रीमाञ्शुद्धो विद्यासमन्वितः।
12206001h,गुरुरुवाच। रजसा साध्यते मोहस्तमसा च नरर्षभ। क्रोधलोभौ भयं दर्प एतेषां साधनाच्छुचिः।
12206002,परमं परमात्मानं देवमक्षयमव्ययम्। विष्णुमव्यक्तसंस्थानं विशन्ते देवसत्तमम्।
12206003,तस्य मायाविदग्धाङ्गा ज्ञानभ्रष्टा निराशिषः। मानवा ज्ञानसंमोहात्ततः कामं प्रयान्ति वै।
12206004,कामात्क्रोधमवाप्याथ लोभमोहौ च मानवाः। मानदर्पादहंकारमहंकारात्ततः क्रियाः।
12206005,क्रियाभिः स्नेहसंबन्धः स्नेहाच्छोकमनन्तरम्। सुखदुःखसमारम्भाज्जन्माजन्मकृतक्षणाः।
12206006,जन्मतो गर्भवासं तु शुक्रशोणितसंभवम्। पुरीषमूत्रविक्लेदशोणितप्रभवाविलम्।
12206007,तृष्णाभिभूतस्तैर्बद्धस्तानेवाभिपरिप्लवन्। संसारतन्त्रवाहिन्यस्तत्र बुध्येत योषितः।
12206008,प्रकृत्या क्षेत्रभूतास्ता नराः क्षेत्रज्ञलक्षणाः। तस्मादेता विशेषेण नरोऽतीयुर्विपश्चितः।
12206009,कृत्या ह्येता घोररूपा मोहयन्त्यविचक्षणान्। रजस्यन्तर्हिता मूर्तिरिन्द्रियाणां सनातनी।
12206010,तस्मात्तर्षात्मकाद्रागाद्बीजाज्जायन्ति जन्तवः। स्वदेहजानस्वसंज्ञान्यद्वदङ्गात्कृमींस्त्यजेत्। स्वसंज्ञानस्वजांस्तद्वत्सुतसंज्ञान्कृमींस्त्यजेत्।
12206011,शुक्रतो रसतश्चैव स्नेहाज्जायन्ति जन्तवः। स्वभावात्कर्मयोगाद्वा तानुपेक्षेत बुद्धिमान्।
12206012,रजस्तमसि पर्यस्तं सत्त्वं तमसि संस्थितम्। ज्ञानाधिष्ठानमज्ञानं बुद्ध्यहंकारलक्षणम्।
12206013,तद्बीजं देहिनामाहुस्तद्बीजं जीवसंज्ञितम्। कर्मणा कालयुक्तेन संसारपरिवर्तकम्।
12206014,रमत्ययं यथा स्वप्ने मनसा देहवानिव। कर्मगर्भैर्गुणैर्देही गर्भे तदुपपद्यते।
12206015,कर्मणा बीजभूतेन चोद्यते यद्यदिन्द्रियम्। जायते तदहंकाराद्रागयुक्तेन चेतसा।
12206016,शब्दरागाच्छ्रोत्रमस्य जायते भावितात्मनः। रूपरागात्तथा चक्षुर्घ्राणं गन्धचिकीर्षया।
12206017,स्पर्शनेभ्यस्तथा वायुः प्राणापानव्यपाश्रयः। व्यानोदानौ समानश्च पञ्चधा देहयापना।
12206018,संजातैर्जायते गात्रैः कर्मजैर्ब्रह्मणा वृतः। दुःखाद्यन्तैर्दुःखमध्यैर्नरः शारीरमानसैः।
12206019,दुःखं विद्यादुपादानादभिमानाच्च वर्धते। त्यागात्तेभ्यो निरोधः स्यान्निरोधज्ञो विमुच्यते।
12206020,इन्द्रियाणां रजस्येव प्रभवप्रलयावुभौ। परीक्ष्य संचरेद्विद्वान्यथावच्छास्त्रचक्षुषा।
12206021,ज्ञानेन्द्रियाणीन्द्रियार्थान्नोपसर्पन्त्यतर्षुलम्। ज्ञातैश्च कारणैर्देही न देहं पुनरर्हति।
12207001h,गुरुरुवाच। अत्रोपायं प्रवक्ष्यामि यथावच्छास्त्रचक्षुषा। तद्विज्ञानाच्चरन्प्राज्ञः प्राप्नुयात्परमां गतिम्।
12207002,सर्वेषामेव भूतानां पुरुषः श्रेष्ठ उच्यते। पुरुषेभ्यो द्विजानाहुर्द्विजेभ्यो मन्त्रवादिनः।
12207003,सर्वभूतविशिष्टास्ते सर्वज्ञाः सर्वदर्शिनः। ब्राह्मणा वेदतत्त्वज्ञास्तत्त्वार्थगतिनिश्चयाः।
12207004,नेत्रहीनो यथा ह्येकः कृच्छ्राणि लभतेऽध्वनि। ज्ञानहीनस्तथा लोके तस्माज्ज्ञानविदोऽधिकाः।
12207005,तांस्तानुपासते धर्मान्धर्मकामा यथागमम्। न त्वेषामर्थसामान्यमन्तरेण गुणानिमान्।
12207006,वाग्देहमनसां शौचं क्षमा सत्यं धृतिः स्मृतिः। सर्वधर्मेषु धर्मज्ञा ज्ञापयन्ति गुणानिमान्।
12207007,यदिदं ब्रह्मणो रूपं ब्रह्मचर्यमिति स्मृतम्। परं तत्सर्वभूतेभ्यस्तेन यान्ति परां गतिम्।
12207008,लिङ्गसंयोगहीनं यच्छरीरस्पर्शवर्जितम्। श्रोत्रेण श्रवणं चैव चक्षुषा चैव दर्शनम्।
12207009,जिह्वया रसनं यच्च तदेव परिवर्जितम्। बुद्ध्या च व्यवसायेन ब्रह्मचर्यमकल्मषम्।
12207010,सम्यग्वृत्तिर्ब्रह्मलोकं प्राप्नुयान्मध्यमः सुरान्। द्विजाग्र्यो जायते विद्वान्कन्यसीं वृत्तिमास्थितः।
12207011,सुदुष्करं ब्रह्मचर्यमुपायं तत्र मे शृणु। संप्रवृत्तमुदीर्णं च निगृह्णीयाद्द्विजो मनः।
12207012,योषितां न कथाः श्राव्या न निरीक्ष्या निरम्बराः। कदाचिद्दर्शनादासां दुर्बलानाविशेद्रजः।
12207013,रागोत्पत्तौ चरेत्कृच्छ्रमह्नस्त्रिः प्रविशेदपः। मग्नः स्वप्ने च मनसा त्रिर्जपेदघमर्षणम्।
